Title,Calories,Proteins,Fats,Carbohydrates
кекс с персиками ашан,364,4.7,18.1,45.9
кекс с чёрной смородиной ашан,444,5.2,25.7,47.7
кекс с яблоками ашан,458,5.3,25.5,47.1
кекс столичный ашан,323,4.3,15.2,43
кекс творожный ашан,319,5.2,13,45.4
кекс шоколадный ашан,340,8.3,3.1,69
кета г/к ашан,134,20,6,0
кетчуп ашан,113,1.5,0.1,25.2
кетчуп шашлычный ашан,85,1.4,0,20.3
кефир 1% ашан,37,3.1,1,4
кефир 32% ашан,57,3.1,3.2,4
кешью ашан,630,25,53,13
кешью жареный ашан,609,19,49,23
кешью жареный со специями ашан,586,8.7,45.4,37.5
кешью сушеный ашан,600,19,49,23
кешью эконом ашан,600,18.5,48.5,22.5
киви ашан,48,1,0.6,10.3
киви сушеный ашан,275,1.1,0.5,24.6
кимчи ашан,16,1.2,0.2,2
киноа ашан,380,14,7,65
киноа с чечевицей и помидорами ашан,157,6.9,4.1,19.9
китайская смесь ашан,23,1.9,0.3,5.6
киш с вишней ашан,290,5.5,14,35.5
киш с лососем ашан,226,9,15.5,12.7
киш с мясом ашан,215,23,11,42
кленовая косичка ашан,314,4.1,15.8,31.1
кленовый пекан ашан,410,4.5,28,33
кленовый сироп ашан,220,0,0,55
клубника замороженная ашан,56,0.9,0,14
клубника свежая ашан,30,0.5,0.4,7
клубника сушеная ашан,298,3.1,1.8,61.1
клубничный конфитюр ашан,247,0.5,0.5,60.2
клубничный соус ашан,121,0.4,0.2,28.8
клюква сушёная ашан,320,0.1,1.5,77
коврижка весовая ашан,490,21,38,16
кокосовая стружка ашан,693,13,65,14
коктейль из морепродуктов ашан,60,13,1,0
коктейль из орехов и сухофруктов ашан,480,10,30,43
колбаса ароматная со шпиком ашан,316,12,28,4
колбаса вареная испанская ашан,252,9,24,0
колбаса праздничная ашан,468,18,44,0
колбаса русская ашан,310,10,30,0
колбаса сырокопченая фантазия ашан,440,20,40,0
колбаса телячья ашан,273,12,25,0
колбаска краинскаядомашняя ашан,350,10,35,0
колбаски «французские» фильер ашан,280,10,27,0
колбаски гриль с черникой ашан,230,12,20,0
колбаски для гриля с сыром фермерские ашан,310,11,29,0
колбаски домашние ашан,360,9.2,35.5,0.9
колбаски из говядины фермерской ашан,180,12,15,0
колбаски крупнорубленные ашан,336,16.5,30,0
колбаски мергез ашан,170,12,14,0
колбаски мюнхенские ашан,350,10,35,0
колбаски нюрнбергские ашан,260,10,25,0
колбаски острые с перцем халапеньо ашан,220,14,18,0
колбаски с клюквой и брусникой ашан,310,9,30,0
колбаски силезские ашан,285,15,25,0
колбаски тюрингские ашан,285,15,25,0
колбаски украинские ашан,146,14,10,0
колбаски филейные ашан,230,12.9,19.5,0.8
колбаски французские ашан,285,15,25,0
кольца кальмаров ашан,200,45,0.5,3
кольцо песочное ашан,310,7.1,19,30.6
кольцо с творожным кремом ашан,372,12.1,23.1,28.7
конгрио ашан,94,19.1,1.9,0
конина акбузат ашан,134,20,6,0
конфеты bonbons toumou ашан,330,3.6,0.5,79
конфеты жевательные со вкусом банана fraiza banana ашан,350,2,0.5,84
конфеты неглазированные с топинамбуром ашан,430,10,27,36
конфеты с лакрицей ашан,352,3.7,2.3,79
конфитюр вишневый ашан,215,0.3,0,53.5
конфитюр из ежевики ашан,246,0.5,0.5,59.2
конфитюр клубника ашан,247,0.5,0.5,60.2
конфитюр персикманго ашан,179,0.5,0,43.7
конфитюр трио апельсин/лимон ашан,199,0.3,0,49.1
конфитюр черника ашан,251,0.5,0.5,60.2
кордон блю ашан,134,19.8,4.7,3.1
корейка свиная ашан,293,17,25,0
корейка свиная б/к ашан,189,18,13,0
корейка свиная бескостная фермерская ашан,180,16,13,0
корень петрушки ашан,49,1.5,0.6,10.1
корица молотая ашан,267,4,3,56
корнишоны маринованные ашан,25,0.5,0,4.5
королевские креветки в рассоле ашан,53,13.1,0.1,0
косичка курица/картошка ашан,226,8.7,6.7,32.6
косичка мясо/картофель ашан,233,9.3,7.7,31.6
косичка с изюмом ашан,393,7.9,15.1,58.5
котлета киевская ашан,230,22.1,13.7,4.5
котлета куриная ашан,191,15.7,9.5,5.9
котлета куриная с маслом ашан,260,19,20,1
котлета куриная со сливками ашан,117,1.4,9.4,6.9
котлета натуральная из индейки ашан,100,19,7,0
котлета натуральная из телятины ашан,94,19,2,0
котлета натуральная телячья ашан,81,18,1,0
котлета паровая индейка ашан,194,7.5,14.1,9.2
котлета паровая куриная ашан,200,10,18,0
котлета покиевски ашан,243,14.8,15.8,10.5
котлета пожарская ашан,150,18,8,2
котлета рыбная ашан,130,13.7,5.6,6.3
котлета свиная натуральная ашан,234,18,18,0
котлеты богатырские ашан,248,10.3,17.8,11.7
котлеты из индейки ашан,208,10,15.5,7
котлеты из минтая ашан,185,13.7,8.8,12.7
котлеты из птицы ашан,187,13.9,9,12.7
котлеты индюшиные ашан,150,8,5,18
котлеты капустные ашан,223,8.4,3,40.6
котлеты картофельные ашан,274,3.5,14.1,35.7
котлеты куриные ашан,352,19.5,25,12.1
котлеты куриные запеченые ашан,235,18,15.4,6
котлеты куриные рубленые ашан,138,16.8,3.7,9.4
котлеты куриные с сыром ашан,230,20,16,1
котлеты куриные со сливками ашан,117,1.4,9.4,6.9
котлеты минские ашан,212,13.4,14.6,6.6
котлеты московские говяжьи ашан,194,8,18,0
котлеты московские из говядины фермерской ашан,170,13,11,4
котлеты мясные ашан,158,11,10,6
котлеты охотничьи ашан,280,10,25,4
котлеты паровые ашан,194,7.5,14.1,9.2
котлеты посицилийски ашан,260,11,24,0
котлеты рыбные домашние ашан,220,9,17.9,5.9
котлеты рыбные из минтая ашан,185,13.7,8.8,12.7
котлеты свекольные ашан,156,3.9,7.6,19.4
котлеты славянские ашан,250,10,22,3
котлеты филейные ашан,181,18.8,11.4,0.8
кофе молотый арабика эфиопия ашан,354,14.4,15.6,39
крабовое мясо ашан,120,3,4.8,15.7
крабовые палочки ашан,81,7.5,0,12.8
крабовые палочки снежный краб ашан,84,9.7,0.1,11
красная фасоль ашан,85,6,0,15
красный банан ашан,90,1,0,23
креветки 90/120 ашан,80,17,1,1
креветки аргентинские ашан,64,15.3,0.3,0
креветки в панировке ашан,113,20.9,3.5,1.7
креветки королевские ашан,78,16.7,0.8,1
креветки королевские неразделанные ашан,92,20.3,1.2,0
креветки королевские очищенные с хвостиком с пряностями ашан,55,12.7,0.5,0
креветки очищенные ашан,55,13.5,0.1,0
крекер галета ашан,370,10,5.5,69
кремчиз ашан,263,6.8,26.2,0
крендель сдобный ашан,350,8.5,9,59
крендельки с солью ашан,322,10,5.1,78.6
крендельки с тростниковым сахаром ашан,455,6.7,19.2,64.2
круассан ашан,448,6.6,25.8,46.7
круассан без начинки ашан,440,6.4,23.8,49.9
круассан зерновой ашан,294,5.6,18.2,26.9
круассан классический ашан,472,7.1,29.4,44
круассан клубничный ашан,498,7.1,29.7,44.8
круассан с вареной сгущенкой ашан,396,5.1,18.4,52.7
круассан с вишней ашан,372,11,24,29
круассан с джемом ашан,399,5.7,17,56.6
круассан с кремом ашан,430,6.5,25.1,44.5
круассан с кунжутом ашан,472,7.1,29.4,44
круассан с курицей ашан,237,13.1,15.2,15.9
круассан с маслом ашан,317,7.3,15.6,35.9
круассан с семгой ашан,238,13.9,13.7,15.1
круассан с сыром и кунжутом ашан,360,5,20.4,40
круассан с шоколадной начинкой ашан,457,6.4,25.4,49.2
круассан со сливочным кремом ашан,393,7.9,15.1,58.8
круассаны ашан,345,7.9,14.3,4
круассаны с джемом ашан,368,6.8,21.2,72
